Date,PETR4_Close,PETR4_Open,PETR4_High,PETR4_Low,PETR4_Volume,PETR4_Quantity,PETR4_Holiday,PETR4_Close_rollMean20,PETR4_Close_rollStd20,PETR4_Close_EMA17,PETR4_Close_EMA17_logdiff,PETR4_Close_EMA72,PETR4_Close_EMA72_logdiff,PETR4_Close_EMA200,PETR4_Close_EMA200_logdiff,PETR4_Volume_EMA21,PETR4_Volume_EMA21_logdiff,PETR4_MACD_12_26_9,PETR4_MACDsignal_12_26_9,PETR4_MACDdiff_12_26_9,PETR4_BollingerMA_20,PETR4_BollingerUpper_20,PETR4_BollingerLower_20,PETR4_Bollinger%b_20,PETR4_OBV,PETR4_Close_returns,PETR4_Close/Open_returns,PETR4_High/Close_returns,PETR4_Low/Close_returns,PETR4_Close_trend,PETR4_Close_resid,IBOV_Close,IBOV_Open,IBOV_High,IBOV_Low,IBOV_Volume,IBOV_Quantity,IBOV_Holiday,IBOV_Close_rollMean20,IBOV_Close_rollStd20,IBOV_Close_EMA17,IBOV_Close_EMA17_logdiff,IBOV_Close_EMA72,IBOV_Close_EMA72_logdiff,IBOV_Close_EMA200,IBOV_Close_EMA200_logdiff,IBOV_Close_returns,IBOV_Close/Open_returns,IBOV_High/Close_returns,IBOV_Low/Close_returns,USDBRL_Close,USDBRL_Open,USDBRL_High,USDBRL_Low,USDBRL_Volume,USDBRL_Quantity,USDBRL_Holiday,USDBRL_Close_rollMean20,USDBRL_Close_rollStd20,USDBRL_Close_EMA17,USDBRL_Close_EMA17_logdiff,USDBRL_Close_EMA72,USDBRL_Close_EMA72_logdiff,USDBRL_Close_EMA200,USDBRL_Close_EMA200_logdiff,USDBRL_Close_returns,USDBRL_Close/Open_returns,USDBRL_High/Close_returns,USDBRL_Low/Close_returns,PETR4_predicted_resid_SAEnorm,PETR4_predicted_close_SAEnorm,PETR4_resid_predicted_SAEnorm,PETR4_Close_predicted_SAEnorm,PETR4_resid_predicted_SAEstd,PETR4_Close_predicted_SAEstd,PETR4_resid_predicted_SAEstd,PETR4_Close_predicted_SAEstd
2000-12-04,3.04,3.03,3.06,3.0,19266220.0,3280800.0,0.0,3.239,0.11158664323,3.18640613766,-0.0470361636706,3.26791906987,-0.0722958968503,3.23472009263,-0.0620848841005,49975323.2213,-0.953176044675,-0.0573924029579,-0.0286478291192,-0.0287445738387,3.239,3.46217328646,3.01582671354,-0.891683781497,-509910841.0,0.0,0.00329489589685,0.00655740054616,-0.01324522675,2.99005495242,0.0499450475756,13510.0,13396.0,13538.0,13247.0,0.0,0.0,0.0,14274.25,465.421017665,14079.8043618,-0.0413113039008,15119.2512656,-0.112538698085,15781.0047552,-0.155376834117,0.00541805607883,0.00847399704015,0.00207039411431,-0.01965904027,1.979,1.984,1.99,1.977,0.0,0.0,0.0,1.95675,0.0173353153388,1.95656874753,0.0113993665541,1.90129490815,0.040056481979,1.85792391436,0.0631319773577,0.00252972560914,-0.00252334224225,0.00554297211597,-0.00101112243195,,,,,,,,
2000-12-05,3.08,3.13,3.14,3.07,35428320.0,5886400.0,0.0,3.225,0.113160342691,3.17458323348,-0.030246761696,3.26275062855,-0.0576409937257,3.23293963442,-0.0484622298903,48652868.376,-0.317199266009,-0.0594324647863,-0.0348047562526,-0.0246277085337,3.225,3.45132068538,2.99867931462,-0.640683814454,-474482521.0,0.0130720815674,-0.0161034075666,0.0192932029347,-0.00325203538638,3.01004444302,0.069955556979,14181.0,13512.0,14187.0,13512.0,0.0,0.0,0.0,14234.9,436.020026097,14091.0483216,0.00636331552107,15093.4460261,-0.0623575711166,15762.5925273,-0.105736530886,0.0484728885071,0.0483248609737,0.000423011850639,-0.0483248609737,1.957,1.969,1.971,1.957,0.0,0.0,0.0,1.95685,0.0173304569138,1.95661666447,0.000195898354743,1.90282699586,0.0280720154971,1.85906404314,0.0513395299519,-0.0111789782065,-0.00611311124305,0.00712833975664,0.0,,,,,,,,
2000-12-06,2.87,3.08,3.09,2.87,100137386.0,17482400.0,0.0,3.203,0.136192588097,3.14074065198,-0.0901466187597,3.25194974048,-0.124942706838,3.2287695616,-0.117789094205,53333279.0915,0.629982593575,-0.0771056445318,-0.0432649339084,-0.0338407106234,3.203,3.47538517619,2.93061482381,-1.22253348972,-574619907.0,-0.070617567214,-0.070617567214,0.0738590611381,0.0,3.06900504813,-0.19900504813,13945.0,14180.0,14276.0,13945.0,0.0,0.0,0.0,14199.35,428.804737184,14074.8207303,-0.00926641611844,15061.8630417,-0.0770449015903,15741.7089079,-0.12119278704,-0.0167820193998,-0.0167115000245,0.0234587845485,0.0,1.973,1.964,1.976,1.96,0.0,0.0,0.0,1.9571,0.0175346273954,1.95843703508,0.00740850299539,1.90475679739,0.0352008920223,1.86037313476,0.0587781493462,0.00814253862654,0.0045720171082,0.0015193722852,-0.00661075379805,,,,,,,,
2000-12-07,2.91,2.9,2.94,2.84,109123365.0,19452000.0,0.0,3.1875,0.150992331628,3.11510280176,-0.0681090726801,3.24254688055,-0.10820601407,3.22511262005,-0.1028147894,58405105.1053,0.62507572903,-0.0868825733565,-0.0519884617981,-0.0348941115585,3.1875,3.48948466326,2.88551533674,-0.918920838587,-465496542.0,0.0138410514119,0.00344234419097,0.0102565001672,-0.0243490290103,2.89928347796,0.0107165220416,14459.0,13946.0,14459.0,13920.0,0.0,0.0,0.0,14196.1,426.454526483,14117.5073158,0.0239013772723,15045.2856443,-0.0397476378524,15726.9936024,-0.084061515669,0.0361960369665,0.0361243292472,0.0,-0.0379904031397,1.975,1.969,1.978,1.968,0.0,0.0,0.0,1.95735,0.0177623937457,1.96027736452,0.00748242261322,1.90668832977,0.0352005199266,1.86168814033,0.0590847199242,0.00101317131261,0.0030425986961,0.00151783484744,-0.00355059972302,,,,,,,,
2000-12-08,2.91,2.95,3.0,2.91,85095700.0,14946400.0,0.0,3.171,0.162542302186,3.09231360156,-0.0607664679303,3.23340349755,-0.105382215696,3.22150312408,-0.101694978172,60831522.8326,0.335668383258,-0.0935524454915,-0.0603012585367,-0.0332511869548,3.171,3.49608460437,2.84591539563,-0.80286791958,-465496542.0,0.0,-0.0136520891683,0.0304592074847,0.0,2.86476463804,0.0452353619574,14982.0,14462.0,15062.0,14460.0,0.0,0.0,0.0,14213.95,452.054779517,14213.5620585,0.0526528971693,15043.5456043,-0.00409955517844,15718.4599822,-0.0479863361677,0.0355324224797,0.0353249607729,0.00532553515347,-0.0354632637951,1.968,1.97,1.974,1.966,0.0,0.0,0.0,1.95825,0.017826281603,1.96113543513,0.00349418948273,1.90837409534,0.0307661780799,1.8629059025,0.0548802168748,-0.00355059972302,-0.00101574411984,0.00304414238123,-0.00101677690509,,,,,,,,
2000-12-11,2.9,3.0,3.0,2.87,67725172.0,11952800.0,0.0,3.1525,0.171491138332,3.07094542361,-0.0572747327706,3.22423745792,-0.105985738139,3.21782595913,-0.103995226563,61458218.2137,0.0971003623594,-0.0985097247043,-0.0679429517703,-0.0305667729341,3.1525,3.49548227666,2.80951772334,-0.736189643547,-533221714.0,-0.00344234419097,-0.0339015516757,0.0339015516757,-0.0103987072209,2.84873710105,0.0512628989463,15187.0,14991.0,15354.0,14991.0,0.0,0.0,0.0,14254.75,501.134804324,14321.7218298,0.0586624049336,15047.4895002,0.00922863208847,15712.3814533,-0.0340092304041,0.0135903182224,0.012989777718,0.0109362276576,-0.012989777718,1.967,1.961,1.968,1.961,0.0,0.0,0.0,1.959,0.0178649907567,1.96178705345,0.00265371960435,1.90998585818,0.0294137014712,1.86409646999,0.0537330701975,-0.00050825922314,0.00305499219271,0.00050825922314,-0.00305499219271,,,,,,,,
2000-12-12,2.89,2.9,2.95,2.88,61852261.0,10940000.0,0.0,3.1325,0.177819393886,3.05084037654,-0.0541605838343,3.21504936429,-0.106586209815,3.21408204511,-0.10628529228,61494040.2853,0.00580839016806,-0.102068735637,-0.0747681085436,-0.0273006270935,3.1325,3.48813878777,2.77686121223,-0.681871630254,-595073975.0,-0.00345423486809,-0.00345423486809,0.0205486682274,-0.00346620797649,2.84108428921,0.0489157107863,14906.0,15185.0,15186.0,14872.0,0.0,0.0,0.0,14273.05,518.481941522,14386.6416265,0.0354637052527,15043.5999936,-0.00918883469846,15703.1722289,-0.0520989282825,-0.0186759822886,-0.0185442820382,0.0186101343315,-0.00228356604036,1.969,1.969,1.973,1.967,0.0,0.0,0.0,1.9598,0.0179402517145,1.96258849195,0.00326153855831,1.91160814032,0.0295809535623,1.8652945136,0.0541068428887,0.00101626025007,0.0,0.00202942738349,-0.00101626025007,,,,,,,,
2000-12-13,3.03,2.93,3.05,2.9,79759389.0,13873600.0,0.0,3.1195,0.175183362584,3.04852477915,-0.00609517511915,3.20996287965,-0.057696753582,3.21198283489,-0.058325832491,63154526.537,0.233429939786,-0.0925258681967,-0.0783196604742,-0.0142062077224,3.1195,3.46986672517,2.76913327483,-0.255446632259,-515314586.0,0.0473061173969,0.0335601964923,0.00657897109804,-0.0438518825288,2.84450189089,0.185498109106,15290.0,14915.0,15388.0,14900.0,0.0,0.0,0.0,14310.55,563.935744287,14487.0147791,0.0539463042194,15050.3728342,0.0157962560141,15698.4605507,-0.0263636335087,0.0254352034815,0.0248316019743,0.00638896494908,-0.0258378069896,1.956,1.968,1.969,1.955,0.0,0.0,0.0,1.95995,0.0178928830309,1.96185643729,-0.0029896152383,1.91282834723,0.0223186148041,1.8663288887,0.0469282313934,-0.00662422804436,-0.00611622701744,0.00662422804436,-0.000511378175296,,,,,,,,
2000-12-14,3.06,3.02,3.09,3.0,84404982.0,14247200.0,0.0,3.1055,0.167661155781,3.04979980369,0.00333896563515,3.20584119403,-0.0465596030079,3.2102521887,-0.0479345815487,65086386.1298,0.259911023381,-0.0816016746703,-0.0789760633134,-0.00262561135681,3.1055,3.44082231156,2.77017768844,-0.135690344576,-430909604.0,0.00985229644301,0.0131580845775,0.00975617494536,-0.0198026272962,2.99709250746,0.0629074925443,15259.0,15261.0,15314.0,15079.0,0.0,0.0,0.0,14349.05,601.774347899,14572.7909148,0.0460133389012,15056.1068905,0.0133858105639,15693.4563624,-0.0280743403561,-0.00202952703137,-0.000131061599139,0.00359794978133,-0.0118664455259,1.965,1.967,1.967,1.962,0.0,0.0,0.0,1.96065,0.0177979153126,1.96220572204,0.00142303644508,1.91426226975,0.0261599346383,1.86745246811,0.0509170597723,0.0045906737086,-0.0010172940857,0.0010172940857,-0.00152788417805,,,,,,,,
2000-12-15,3.05,3.05,3.07,3.0,43626080.0,7398400.0,0.0,3.091,0.158609085822,3.04982204772,5.8346711833e-05,3.20155831919,-0.0484960754005,3.20842999666,-0.050640129263,63135449.2041,-0.36962726918,-0.0729106206847,-0.0777629747877,0.004852354103,3.091,3.40821817164,2.77378182836,-0.129248585563,-474535684.0,-0.00327332534497,0.0,0.00653597097979,-0.0165293019512,3.07887372484,-0.0288737248378,14987.0,15252.0,15252.0,14830.0,0.0,0.0,0.0,14382.25,618.349745609,14618.8141464,0.0248738193649,15054.207674,-0.00447437312604,15685.423404,-0.0455486768152,-0.0179863342467,-0.0175274833325,0.0175274833325,-0.010531002513,1.965,1.967,1.972,1.962,0.0,0.0,0.0,1.96055,0.0177659490984,1.96251619737,0.00126482124599,1.91565665941,0.0254317783826,1.86856165942,0.0503232765013,0.0,-0.0010172940857,0.00355601085922,-0.00152788417805,,,,,,,,
