Date,VALE5_Close,VALE5_Open,VALE5_High,VALE5_Low,VALE5_Volume,VALE5_Quantity,VALE5_Holiday,VALE5_Close_rollMean20,VALE5_Close_rollStd20,VALE5_Close_EMA17,VALE5_Close_EMA17_logdiff,VALE5_Close_EMA72,VALE5_Close_EMA72_logdiff,VALE5_Close_EMA200,VALE5_Close_EMA200_logdiff,VALE5_Volume_EMA21,VALE5_Volume_EMA21_logdiff,VALE5_MACD_12_26_9,VALE5_MACDsignal_12_26_9,VALE5_MACDdiff_12_26_9,VALE5_BollingerMA_20,VALE5_BollingerUpper_20,VALE5_BollingerLower_20,VALE5_Bollinger%b_20,VALE5_OBV,VALE5_Close_returns,VALE5_Close/Open_returns,VALE5_High/Close_returns,VALE5_Low/Close_returns,VALE5_Close_trend,VALE5_Close_resid,IBOV_Close,IBOV_Open,IBOV_High,IBOV_Low,IBOV_Volume,IBOV_Quantity,IBOV_Holiday,IBOV_Close_rollMean20,IBOV_Close_rollStd20,IBOV_Close_EMA17,IBOV_Close_EMA17_logdiff,IBOV_Close_EMA72,IBOV_Close_EMA72_logdiff,IBOV_Close_EMA200,IBOV_Close_EMA200_logdiff,IBOV_Close_returns,IBOV_Close/Open_returns,IBOV_High/Close_returns,IBOV_Low/Close_returns,USDBRL_Close,USDBRL_Open,USDBRL_High,USDBRL_Low,USDBRL_Volume,USDBRL_Quantity,USDBRL_Holiday,USDBRL_Close_rollMean20,USDBRL_Close_rollStd20,USDBRL_Close_EMA17,USDBRL_Close_EMA17_logdiff,USDBRL_Close_EMA72,USDBRL_Close_EMA72_logdiff,USDBRL_Close_EMA200,USDBRL_Close_EMA200_logdiff,USDBRL_Close_returns,USDBRL_Close/Open_returns,USDBRL_High/Close_returns,USDBRL_Low/Close_returns,VALE5_resid_predicted_SAEnorm,VALE5_Close_predicted_SAEnorm,VALE5_resid_predicted_SAEstd,VALE5_Close_predicted_SAEstd
2000-12-04,1.56,1.55,1.57,1.53,9582894.0,2802000.0,0.0,1.5785,0.0593184980468,1.55854646455,0.000932187843603,1.67612066461,-0.0717961737998,1.74286643902,-0.110845315272,16649558.2049,-0.552404047789,-0.0387205272396,-0.037894391135,-0.00082613610463,1.5785,1.69713699609,1.45986300391,-0.155937866004,-100299885.0,0.0129034048359,0.00643089033029,0.00638979809877,-0.0194180858571,1.50307640253,0.056923597468,13510.0,13396.0,13538.0,13247.0,0.0,0.0,0.0,14274.25,465.421017665,14079.8043618,-0.0413113039008,15119.2512656,-0.112538698085,15781.0047552,-0.155376834117,0.00541805607883,0.00847399704015,0.00207039411431,-0.01965904027,1.979,1.984,1.99,1.977,0.0,0.0,0.0,1.95675,0.0173353153388,1.95656874753,0.0113993665541,1.90129490815,0.040056481979,1.85792391436,0.0631319773577,0.00252972560914,-0.00252334224225,0.00554297211597,-0.00101112243195,,,,
2000-12-05,1.66,1.59,1.66,1.58,32147410.0,8954400.0,0.0,1.578,0.0585437308433,1.5698190796,0.0558572255697,1.67567728913,-0.0093998328984,1.7419128445,-0.0481662429528,18058453.8301,0.576717956192,-0.0265932010683,-0.0356341531216,0.00904095205333,1.578,1.69508746169,1.46091253831,0.700331178239,-68152475.0,0.062131781107,0.0430835861363,0.0,-0.0493927553296,1.560926602,0.0990733980008,14181.0,13512.0,14187.0,13512.0,0.0,0.0,0.0,14234.9,436.020026097,14091.0483216,0.00636331552107,15093.4460261,-0.0623575711166,15762.5925273,-0.105736530886,0.0484728885071,0.0483248609737,0.000423011850639,-0.0483248609737,1.957,1.969,1.971,1.957,0.0,0.0,0.0,1.95685,0.0173304569138,1.95661666447,0.000195898354743,1.90282699586,0.0280720154971,1.85906404314,0.0513395299519,-0.0111789782065,-0.00611311124305,0.00712833975664,0.0,,,,
2000-12-06,1.65,1.63,1.67,1.63,23440073.0,6432000.0,0.0,1.5775,0.0578450743934,1.57872807076,0.0441557835819,1.67497114761,-0.0150206519071,1.74085679215,-0.0536021134035,18547691.9388,0.234101721512,-0.0175863989416,-0.0320246022856,0.014438203344,1.5775,1.69319014879,1.46180985121,0.626673928249,-91592548.0,-0.00604231445596,0.0121952730938,0.0120483385162,-0.0121952730938,1.71127604781,-0.0612760478147,13945.0,14180.0,14276.0,13945.0,0.0,0.0,0.0,14199.35,428.804737184,14074.8207303,-0.00926641611844,15061.8630417,-0.0770449015903,15741.7089079,-0.12119278704,-0.0167820193998,-0.0167115000245,0.0234587845485,0.0,1.973,1.964,1.976,1.96,0.0,0.0,0.0,1.9571,0.0175346273954,1.95843703508,0.00740850299539,1.90475679739,0.0352008920223,1.86037313476,0.0587781493462,0.00814253862654,0.0045720171082,0.0015193722852,-0.00661075379805,,,,
2000-12-07,1.65,1.65,1.66,1.63,31114827.0,8564400.0,0.0,1.5785,0.0589625215486,1.58664717401,0.0391521937015,1.6742844964,-0.0146106197728,1.73981447815,-0.0530031978755,19690158.7675,0.457565502011,-0.0103293727957,-0.0276855563876,0.0173561835919,1.5785,1.6964250431,1.4605749569,0.606317353143,-91592548.0,0.0,0.0,0.00604231445596,-0.0121952730938,1.69597382168,-0.0459738216832,14459.0,13946.0,14459.0,13920.0,0.0,0.0,0.0,14196.1,426.454526483,14117.5073158,0.0239013772723,15045.2856443,-0.0397476378524,15726.9936024,-0.084061515669,0.0361960369665,0.0361243292472,0.0,-0.0379904031397,1.975,1.969,1.978,1.968,0.0,0.0,0.0,1.95735,0.0177623937457,1.96027736452,0.00748242261322,1.90668832977,0.0352005199266,1.86168814033,0.0590847199242,0.00101317131261,0.0030425986961,0.00151783484744,-0.00355059972302,,,,
2000-12-08,1.69,1.66,1.7,1.65,25635802.0,6894000.0,0.0,1.581,0.0626519206241,1.59813082134,0.0558938192712,1.67471659448,0.00908457530089,1.73924387213,-0.028721933596,20230671.7908,0.23679003182,-0.00133507220389,-0.0224154595509,0.021080387347,1.581,1.70630384125,1.45569615875,0.869885543126,-65956746.0,0.0239532410225,0.0179109265665,0.00589972212719,-0.0239532410225,1.69363961319,-0.00363961319454,14982.0,14462.0,15062.0,14460.0,0.0,0.0,0.0,14213.95,452.054779517,14213.5620585,0.0526528971693,15043.5456043,-0.00409955517844,15718.4599822,-0.0479863361677,0.0355324224797,0.0353249607729,0.00532553515347,-0.0354632637951,1.968,1.97,1.974,1.966,0.0,0.0,0.0,1.95825,0.017826281603,1.96113543513,0.00349418948273,1.90837409534,0.0307661780799,1.8629059025,0.0548802168748,-0.00355059972302,-0.00101574411984,0.00304414238123,-0.00101677690509,,,,
2000-12-11,1.71,1.69,1.72,1.69,21989659.0,5832000.0,0.0,1.5855,0.0685546267009,1.61056073008,0.0599109725996,1.67568661757,0.0202703682923,1.7389093978,-0.0167647633272,20390579.7195,0.0754992816581,0.00732240035495,-0.0164678875697,0.0237902879247,1.5855,1.7226092534,1.4483907466,0.908034993343,-43967087.0,0.0117648415796,0.0117648415796,0.00583092031079,-0.0117648415796,1.71828694959,-0.00828694959305,15187.0,14991.0,15354.0,14991.0,0.0,0.0,0.0,14254.75,501.134804324,14321.7218298,0.0586624049336,15047.4895002,0.00922863208847,15712.3814533,-0.0340092304041,0.0135903182224,0.012989777718,0.0109362276576,-0.012989777718,1.967,1.961,1.968,1.961,0.0,0.0,0.0,1.959,0.0178649907567,1.96178705345,0.00265371960435,1.90998585818,0.0294137014712,1.86409646999,0.0537330701975,-0.00050825922314,0.00305499219271,0.00050825922314,-0.00305499219271,,,,
2000-12-12,1.71,1.71,1.73,1.69,11924782.0,3164400.0,0.0,1.5895,0.073447080842,1.62160953785,0.0530741726232,1.6766298828,0.0197076140012,1.73857923999,-0.0165748804305,19620961.7424,-0.497979715724,0.0140218742797,-0.0103699351998,0.0243918094795,1.5895,1.73639416168,1.44260583832,0.820318511087,-43967087.0,0.0,0.0,0.0116280379951,-0.0117648415796,1.74062626528,-0.0306262652772,14906.0,15185.0,15186.0,14872.0,0.0,0.0,0.0,14273.05,518.481941522,14386.6416265,0.0354637052527,15043.5999936,-0.00918883469846,15703.1722289,-0.0520989282825,-0.0186759822886,-0.0185442820382,0.0186101343315,-0.00228356604036,1.969,1.969,1.973,1.967,0.0,0.0,0.0,1.9598,0.0179402517145,1.96258849195,0.00326153855831,1.91160814032,0.0295809535623,1.8652945136,0.0541068428887,0.00101626025007,0.0,0.00202942738349,-0.00101626025007,,,,
2000-12-13,1.71,1.73,1.73,1.7,19505173.0,5164800.0,0.0,1.5935,0.0778172623252,1.63143070031,0.047036010423,1.67754713312,0.0191606838072,1.73825333187,-0.0163874062788,19610435.4931,-0.00538213522702,0.0191109564112,-0.00447375687763,0.0235847132889,1.5935,1.74913452465,1.43786547535,0.748548564412,-43967087.0,0.0,-0.0116280379951,0.0116280379951,-0.0058651194524,1.72408368149,-0.0140836814932,15290.0,14915.0,15388.0,14900.0,0.0,0.0,0.0,14310.55,563.935744287,14487.0147791,0.0539463042194,15050.3728342,0.0157962560141,15698.4605507,-0.0263636335087,0.0254352034815,0.0248316019743,0.00638896494908,-0.0258378069896,1.956,1.968,1.969,1.955,0.0,0.0,0.0,1.95995,0.0178928830309,1.96185643729,-0.0029896152383,1.91282834723,0.0223186148041,1.8663288887,0.0469282313934,-0.00662422804436,-0.00611622701744,0.00662422804436,-0.000511378175296,,,,
2000-12-14,1.69,1.72,1.72,1.67,31918165.0,8605200.0,0.0,1.597,0.0805964606772,1.63793840028,0.0312901508794,1.6778893965,0.00719183694849,1.73770386558,-0.0278360953476,20729319.9968,0.431626160409,0.0212848989178,0.000677974281452,0.0206069246363,1.597,1.75819292135,1.43580707865,0.576948411994,-75885252.0,-0.0117648415796,-0.0175957618904,0.0175957618904,-0.0119049025063,1.72255910983,-0.0325591098346,15259.0,15261.0,15314.0,15079.0,0.0,0.0,0.0,14349.05,601.774347899,14572.7909148,0.0460133389012,15056.1068905,0.0133858105639,15693.4563624,-0.0280743403561,-0.00202952703137,-0.000131061599139,0.00359794978133,-0.0118664455259,1.965,1.967,1.967,1.962,0.0,0.0,0.0,1.96065,0.0177979153126,1.96220572204,0.00142303644508,1.91426226975,0.0261599346383,1.86745246811,0.0509170597723,0.0045906737086,-0.0010172940857,0.0010172940857,-0.00152788417805,,,,
2000-12-15,1.68,1.69,1.7,1.68,13616934.0,3651600.0,0.0,1.602,0.0825641696213,1.64261191136,0.0225061895907,1.67794740074,0.00122253226013,1.73704772775,-0.0333931705801,20082739.45,-0.388546547063,0.0219478465542,0.00493194873601,0.0170158978182,1.602,1.76712833924,1.43687166076,0.472359864804,-89502186.0,-0.00593473551981,-0.00593473551981,0.011834457647,0.0,1.68932713784,-0.00932713783842,14987.0,15252.0,15252.0,14830.0,0.0,0.0,0.0,14382.25,618.349745609,14618.8141464,0.0248738193649,15054.207674,-0.00447437312604,15685.423404,-0.0455486768152,-0.0179863342467,-0.0175274833325,0.0175274833325,-0.010531002513,1.965,1.967,1.972,1.962,0.0,0.0,0.0,1.96055,0.0177659490984,1.96251619737,0.00126482124599,1.91565665941,0.0254317783826,1.86856165942,0.0503232765013,0.0,-0.0010172940857,0.00355601085922,-0.00152788417805,,,,
