Date,ITUB4_Close,ITUB4_Open,ITUB4_High,ITUB4_Low,ITUB4_Volume,ITUB4_Quantity,ITUB4_Holiday,ITUB4_Close_rollMean20,ITUB4_Close_rollStd20,ITUB4_Close_EMA17,ITUB4_Close_EMA17_logdiff,ITUB4_Close_EMA72,ITUB4_Close_EMA72_logdiff,ITUB4_Close_EMA200,ITUB4_Close_EMA200_logdiff,ITUB4_Volume_EMA21,ITUB4_Volume_EMA21_logdiff,ITUB4_MACD_12_26_9,ITUB4_MACDsignal_12_26_9,ITUB4_MACDdiff_12_26_9,ITUB4_BollingerMA_20,ITUB4_BollingerUpper_20,ITUB4_BollingerLower_20,ITUB4_Bollinger%b_20,ITUB4_OBV,ITUB4_Close_returns,ITUB4_Close/Open_returns,ITUB4_High/Close_returns,ITUB4_Low/Close_returns,ITUB4_Close_trend,ITUB4_Close_resid,IBOV_Close,IBOV_Open,IBOV_High,IBOV_Low,IBOV_Volume,IBOV_Quantity,IBOV_Holiday,IBOV_Close_rollMean20,IBOV_Close_rollStd20,IBOV_Close_EMA17,IBOV_Close_EMA17_logdiff,IBOV_Close_EMA72,IBOV_Close_EMA72_logdiff,IBOV_Close_EMA200,IBOV_Close_EMA200_logdiff,IBOV_Close_returns,IBOV_Close/Open_returns,IBOV_High/Close_returns,IBOV_Low/Close_returns,USDBRL_Close,USDBRL_Open,USDBRL_High,USDBRL_Low,USDBRL_Volume,USDBRL_Quantity,USDBRL_Holiday,USDBRL_Close_rollMean20,USDBRL_Close_rollStd20,USDBRL_Close_EMA17,USDBRL_Close_EMA17_logdiff,USDBRL_Close_EMA72,USDBRL_Close_EMA72_logdiff,USDBRL_Close_EMA200,USDBRL_Close_EMA200_logdiff,USDBRL_Close_returns,USDBRL_Close/Open_returns,USDBRL_High/Close_returns,USDBRL_Low/Close_returns,ITUB4_resid_predicted_SAEnorm,ITUB4_Close_predicted_SAEnorm,ITUB4_resid_predicted_SAEstd,ITUB4_Close_predicted_SAEstd
2000-12-04,2.19,2.13,2.19,2.11,9867026.3,1268190.0,0.0,2.18,0.0438898141882,2.15739207021,0.0150014265006,2.18871908175,0.000585065294609,2.17584713208,0.00648346910346,9640244.20108,0.0232520809582,-0.00248481581022,-0.0008707875693,-0.00161402824092,2.18,2.26777962838,2.09222037162,0.113921648849,40130203.7,0.0230957147946,0.0277795641071,0.0,-0.0372135963404,2.13798033795,0.0520196620503,13510.0,13396.0,13538.0,13247.0,0.0,0.0,0.0,14274.25,465.421017665,14079.8043618,-0.0413113039008,15119.2512656,-0.112538698085,15781.0047552,-0.155376834117,0.00541805607883,0.00847399704015,0.00207039411431,-0.01965904027,1.979,1.984,1.99,1.977,0.0,0.0,0.0,1.95675,0.0173353153388,1.95656874753,0.0113993665541,1.90129490815,0.040056481979,1.85792391436,0.0631319773577,0.00252972560914,-0.00252334224225,0.00554297211597,-0.00101112243195,,,,
2000-12-05,2.23,2.19,2.26,2.19,10468753.8,1302444.0,0.0,2.1815,0.0451051403302,2.16545961796,0.029368951878,2.1898544535,0.0181665034403,2.17647030207,0.0242971483659,9715563.25592,0.0746659328973,0.00353293233391,9.95641134254e-06,0.00352297592257,2.1815,2.27171028066,2.09128971934,0.537632735924,50598957.5,0.0181000416436,0.0181000416436,0.0133632278122,-0.0181000416436,2.20312627101,0.0268737289942,14181.0,13512.0,14187.0,13512.0,0.0,0.0,0.0,14234.9,436.020026097,14091.0483216,0.00636331552107,15093.4460261,-0.0623575711166,15762.5925273,-0.105736530886,0.0484728885071,0.0483248609737,0.000423011850639,-0.0483248609737,1.957,1.969,1.971,1.957,0.0,0.0,0.0,1.95685,0.0173304569138,1.95661666447,0.000195898354743,1.90282699586,0.0280720154971,1.85906404314,0.0513395299519,-0.0111789782065,-0.00611311124305,0.00712833975664,0.0,,,,
2000-12-06,2.29,2.23,2.29,2.23,10205716.8,1254330.0,0.0,2.1825,0.0473369778681,2.17929743819,0.049549268767,2.1926085187,0.0434598781091,2.1777747259,0.0502482300407,9760122.66923,0.0446430649584,0.0129937548625,0.00260671610158,0.010387038761,2.1825,2.27717395574,2.08782604426,1.1354759518,60804674.3,0.0265502320941,0.0265502320941,0.0,-0.0265502320941,2.24799686566,0.0420031343443,13945.0,14180.0,14276.0,13945.0,0.0,0.0,0.0,14199.35,428.804737184,14074.8207303,-0.00926641611844,15061.8630417,-0.0770449015903,15741.7089079,-0.12119278704,-0.0167820193998,-0.0167115000245,0.0234587845485,0.0,1.973,1.964,1.976,1.96,0.0,0.0,0.0,1.9571,0.0175346273954,1.95843703508,0.00740850299539,1.90475679739,0.0352008920223,1.86037313476,0.0587781493462,0.00814253862654,0.0045720171082,0.0015193722852,-0.00661075379805,,,,
2000-12-07,2.36,2.29,2.36,2.25,20959483.6,2520936.0,0.0,2.188,0.0602276383486,2.19937550061,0.0704881623274,2.19721141341,0.0714726020378,2.17986522404,0.079398567983,10778246.3946,0.665061341607,0.0258420478725,0.00725378245576,0.0185882654167,2.188,2.3084552767,2.0675447233,1.42791585986,81764157.9,0.0301098014714,0.0301098014714,0.0,-0.0477314028212,2.30663664162,0.0533633583792,14459.0,13946.0,14459.0,13920.0,0.0,0.0,0.0,14196.1,426.454526483,14117.5073158,0.0239013772723,15045.2856443,-0.0397476378524,15726.9936024,-0.084061515669,0.0361960369665,0.0361243292472,0.0,-0.0379904031397,1.975,1.969,1.978,1.968,0.0,0.0,0.0,1.95735,0.0177623937457,1.96027736452,0.00748242261322,1.90668832977,0.0352005199266,1.86168814033,0.0590847199242,0.00101317131261,0.0030425986961,0.00151783484744,-0.00355059972302,,,,
2000-12-08,2.47,2.33,2.47,2.33,22114028.5,2529648.0,0.0,2.199,0.0865052477873,2.22944488944,0.10246552466,2.20471174095,0.113621380015,2.18318860825,0.123431678158,11808772.0447,0.627369531989,0.0443888054436,0.0146807870533,0.0297080183903,2.199,2.37201049557,2.02598950443,1.56637895927,103878186.4,0.0455565316024,0.0583498830623,0.0,-0.0583498830623,2.40587898449,0.064121015509,14982.0,14462.0,15062.0,14460.0,0.0,0.0,0.0,14213.95,452.054779517,14213.5620585,0.0526528971693,15043.5456043,-0.00409955517844,15718.4599822,-0.0479863361677,0.0355324224797,0.0353249607729,0.00532553515347,-0.0354632637951,1.968,1.97,1.974,1.966,0.0,0.0,0.0,1.95825,0.017826281603,1.96113543513,0.00349418948273,1.90837409534,0.0307661780799,1.8629059025,0.0548802168748,-0.00355059972302,-0.00101574411984,0.00304414238123,-0.00101677690509,,,,
2000-12-11,2.46,2.46,2.48,2.42,7126990.3,807048.0,0.0,2.213,0.104130484944,2.25506212394,0.0869838279483,2.21173021052,0.106386240035,2.18635461527,0.117925752274,11383155.5209,-0.46824564931,0.0576161648063,0.0232678626039,0.0343483022024,2.213,2.42126096989,2.00473903011,1.18601195477,96751196.1,-0.00405680069561,0.0,0.00809721023262,-0.0163938097757,2.51725214282,-0.0572521428198,15187.0,14991.0,15354.0,14991.0,0.0,0.0,0.0,14254.75,501.134804324,14321.7218298,0.0586624049336,15047.4895002,0.00922863208847,15712.3814533,-0.0340092304041,0.0135903182224,0.012989777718,0.0109362276576,-0.012989777718,1.967,1.961,1.968,1.961,0.0,0.0,0.0,1.959,0.0178649907567,1.96178705345,0.00265371960435,1.90998585818,0.0294137014712,1.86409646999,0.0537330701975,-0.00050825922314,0.00305499219271,0.00050825922314,-0.00305499219271,,,,
2000-12-12,2.42,2.39,2.43,2.38,18453608.5,2118402.0,0.0,2.225,0.113531817938,2.27338855462,0.0624960663889,2.2174554884,0.0874071780444,2.18902294645,0.100312239063,12025923.9756,0.428195283088,0.0641320032698,0.0314406907371,0.0326913125327,2.225,2.45206363588,1.99793636412,0.858790088727,78297587.6,-0.0163938097757,0.0124741742252,0.00412371718386,-0.0166670524852,2.54268106899,-0.122681068987,14906.0,15185.0,15186.0,14872.0,0.0,0.0,0.0,14273.05,518.481941522,14386.6416265,0.0354637052527,15043.5999936,-0.00918883469846,15703.1722289,-0.0520989282825,-0.0186759822886,-0.0185442820382,0.0186101343315,-0.00228356604036,1.969,1.969,1.973,1.967,0.0,0.0,0.0,1.9598,0.0179402517145,1.96258849195,0.00326153855831,1.91160814032,0.0295809535623,1.8652945136,0.0541068428887,0.00101626025007,0.0,0.00202942738349,-0.00101626025007,,,,
2000-12-13,2.46,2.46,2.53,2.41,7021300.4,794970.0,0.0,2.239,0.124431338073,2.29412315966,0.0698106449448,2.22412235233,0.100798960531,2.19211307836,0.115295395345,11570958.1947,-0.499549911901,0.0716970386575,0.0394919603212,0.0322050783363,2.239,2.48786267615,1.99013732385,0.888039956099,85318888.0,0.0163938097757,0.0,0.0280579527952,-0.0205346024417,2.49630644748,-0.0363064474809,15290.0,14915.0,15388.0,14900.0,0.0,0.0,0.0,14310.55,563.935744287,14487.0147791,0.0539463042194,15050.3728342,0.0157962560141,15698.4605507,-0.0263636335087,0.0254352034815,0.0248316019743,0.00638896494908,-0.0258378069896,1.956,1.968,1.969,1.955,0.0,0.0,0.0,1.95995,0.0178928830309,1.96185643729,-0.0029896152383,1.91282834723,0.0223186148041,1.8663288887,0.0469282313934,-0.00662422804436,-0.00611622701744,0.00662422804436,-0.000511378175296,,,,
2000-12-14,2.43,2.46,2.46,2.42,9914635.8,1132956.0,0.0,2.254,0.128612023666,2.30922058637,0.0509811982537,2.2297808389,0.0859879552322,2.19482192436,0.10179034197,11420383.4311,-0.141387749996,0.0744138382664,0.0464763359102,0.0279375023562,2.254,2.51122404733,1.99677595267,0.684228406422,75404252.2,-0.0122700925918,-0.0122700925918,0.0122700925918,-0.00412371718386,2.47053893065,-0.0405389306531,15259.0,15261.0,15314.0,15079.0,0.0,0.0,0.0,14349.05,601.774347899,14572.7909148,0.0460133389012,15056.1068905,0.0133858105639,15693.4563624,-0.0280743403561,-0.00202952703137,-0.000131061599139,0.00359794978133,-0.0118664455259,1.965,1.967,1.967,1.962,0.0,0.0,0.0,1.96065,0.0177979153126,1.96220572204,0.00142303644508,1.91426226975,0.0261599346383,1.86745246811,0.0509170597723,0.0045906737086,-0.0010172940857,0.0010172940857,-0.00152788417805,,,,
2000-12-15,2.45,2.43,2.46,2.42,10183655.9,1165230.0,0.0,2.2675,0.134472654234,2.32486274344,0.0524270223412,2.2358329685,0.0914741730814,2.19772349756,0.108665973775,11307953.6553,-0.104722269034,0.0772898054325,0.0526390298147,0.0246507756178,2.2675,2.53644530847,1.99855469153,0.678576626003,85587908.1,0.00819676720418,0.00819676720418,0.00407332538764,-0.012320484388,2.42944195555,0.020558044447,14987.0,15252.0,15252.0,14830.0,0.0,0.0,0.0,14382.25,618.349745609,14618.8141464,0.0248738193649,15054.207674,-0.00447437312604,15685.423404,-0.0455486768152,-0.0179863342467,-0.0175274833325,0.0175274833325,-0.010531002513,1.965,1.967,1.972,1.962,0.0,0.0,0.0,1.96055,0.0177659490984,1.96251619737,0.00126482124599,1.91565665941,0.0254317783826,1.86856165942,0.0503232765013,0.0,-0.0010172940857,0.00355601085922,-0.00152788417805,,,,
